StatusAccount__A11,StatusAccount__A12,StatusAccount__A13,StatusAccount__A14,DurationMonth,CreditHistory__A30,CreditHistory__A31,CreditHistory__A32,CreditHistory__A33,CreditHistory__A34,Purpose__A40,Purpose__A41,Purpose__A410,Purpose__A42,Purpose__A43,Purpose__A44,Purpose__A45,Purpose__A46,Purpose__A48,Purpose__A49,CreditAmount,SavingsAccount__A61,SavingsAccount__A62,SavingsAccount__A63,SavingsAccount__A64,SavingsAccount__A65,EmploymentSince__A71,EmploymentSince__A72,EmploymentSince__A73,EmploymentSince__A74,EmploymentSince__A75,InstallmentRate,StatusAndSex__A91,StatusAndSex__A92,StatusAndSex__A93,StatusAndSex__A94,Guarantors__A101,Guarantors__A102,Guarantors__A103,ResidenceSince,Property__A121,Property__A122,Property__A123,Property__A124,Age,InstallmentPlans__A141,InstallmentPlans__A142,InstallmentPlans__A143,Housing__A151,Housing__A152,Housing__A153,NCredits,Job__A171,Job__A172,Job__A173,Job__A174,NPeopleMain,Telephone__A191,Telephone__A192,ForeignWorker__A201,ForeignWorker__A202,Customer
1,0,0,0,-1.2364778603818776,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.22126411023680348,0,0,1,0,0,0,0,1,0,0,-0.8701833340815202,0,0,1,0,1,0,0,0.1405047057619635,1,0,0,0,0.7435500452254252,0,0,1,1,0,0,-0.7049259983890862,0,0,1,0,2.3348689263480744,1,0,1,0,1
1,0,0,0,-0.9046043153555399,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-0.36516811908593677,1,0,0,0,0,0,1,0,0,0,-1.7645135849361147,0,0,1,0,1,0,0,0.1405047057619635,1,0,0,0,1.0953598608040507,0,0,1,1,0,0,1.0270789116578085,0,1,0,0,2.3348689263480744,1,0,0,1,1
0,1,0,0,-0.738667542842371,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.5200598724531074,0,1,0,0,0,0,1,0,0,0,0.024146916773074168,0,0,1,0,1,0,0,1.0469866784197936,0,1,0,0,0.7435500452254252,0,0,1,0,1,0,-0.7049259983890862,0,0,1,0,-0.4282895663715403,1,0,1,0,1
0,0,0,1,-0.9046043153555399,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.42613237899246614,0,0,0,0,1,0,0,1,0,0,-0.8701833340815202,0,0,0,1,1,0,0,-1.6724592395536968,0,0,1,0,-0.8395941248783899,0,0,1,0,1,0,1.0270789116578085,0,0,1,0,-0.4282895663715403,1,0,0,1,1
1,0,0,0,-1.2364778603818776,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.6724705222194307,1,0,0,0,0,0,0,1,0,0,-1.7645135849361147,0,0,1,0,1,0,0,-0.7659772668958666,1,0,0,0,0.03993041406817406,1,0,0,0,1,0,-0.7049259983890862,0,1,0,0,-0.4282895663715403,0,1,1,0,1
0,0,0,1,-1.2364778603818776,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.0084828384484414,1,0,0,0,0,0,0,0,0,1,0.9184771676276685,0,0,0,1,1,0,0,1.0469866784197936,0,0,1,0,0.3037877757521432,0,0,1,0,1,0,-0.7049259983890862,0,1,0,0,-0.4282895663715403,1,0,1,0,1
0,0,1,0,-0.738667542842371,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.0145083757647846,0,0,0,1,0,0,0,1,0,0,0.024146916773074168,0,1,0,0,1,0,0,0.1405047057619635,1,0,0,0,0.5676451374361124,0,0,1,1,0,0,1.0270789116578085,0,0,1,0,-0.4282895663715403,1,0,1,0,1
0,1,0,0,-1.1535094741252931,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.30349497243630824,1,0,0,0,0,0,0,1,0,0,0.024146916773074168,0,0,1,0,0,0,1,-0.7659772668958666,1,0,0,0,-0.13597449372113873,0,0,1,0,1,0,-0.7049259983890862,0,0,1,0,-0.4282895663715403,1,0,1,0,1
1,0,0,0,3.2438149974736814,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.2634991731844263,1,0,0,0,0,0,0,0,0,1,0.024146916773074168,0,0,1,0,1,0,0,1.0469866784197936,0,0,0,1,2.4146466692238966,0,0,1,0,1,0,1.0270789116578085,0,0,1,0,-0.4282895663715403,0,1,1,0,2
0,1,0,0,-0.2408572253028645,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.4814255449542021,0,0,0,1,0,0,1,0,0,0,0.024146916773074168,0,0,0,1,1,0,0,0.1405047057619635,1,0,0,0,0.03993041406817406,1,0,0,0,1,0,-0.7049259983890862,0,0,1,0,-0.4282895663715403,0,1,1,0,1
1,0,0,0,0.2569530922366421,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.26538663890078273,1,0,0,0,0,0,0,1,0,0,-0.8701833340815202,0,0,1,0,1,0,0,-0.7659772668958666,0,0,1,0,-0.7516416709837335,0,1,0,0,1,0,-0.7049259983890862,0,0,1,0,-0.4282895663715403,1,0,1,0,1
0,1,0,0,-0.2408572253028645,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.9196891027813247,0,1,0,0,0,0,0,1,0,0,-0.8701833340815202,0,0,1,0,1,0,0,-0.7659772668958666,0,0,1,0,-0.4877843092997643,0,0,1,0,1,0,1.0270789116578085,0,0,1,0,-0.4282895663715403,0,1,1,0,1
0,0,1,0,-0.738667542842371,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.6370261850644718,1,0,0,0,0,0,1,0,0,0,0.9184771676276685,0,1,0,0,1,0,0,-1.6724592395536968,0,1,0,0,-0.22392694761579512,1,0,0,0,1,0,-0.7049259983890862,0,0,0,1,-0.4282895663715403,0,1,1,0,1
0,1,0,0,1.999289203624915,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.5227125266457846,1,0,0,0,0,0,1,0,0,0,0.9184771676276685,0,0,1,0,1,0,0,-0.7659772668958666,0,1,0,0,-0.9275465787730462,0,0,1,0,1,0,1.0270789116578085,0,1,0,0,-0.4282895663715403,1,0,1,0,2
0,0,0,1,2.2481943623946683,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.0061732854394245,1,0,0,0,0,0,0,1,0,0,-1.7645135849361147,0,0,1,0,1,0,0,0.1405047057619635,0,0,0,1,-0.3998318554051079,1,0,0,0,0,1,-0.7049259983890862,0,0,1,0,-0.4282895663715403,0,1,1,0,1
0,0,1,0,-0.2408572253028645,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.4151446344744289,1,0,0,0,0,0,0,1,0,0,0.9184771676276685,0,0,1,0,0,1,0,-0.7659772668958666,1,0,0,0,0.12788286796283044,0,1,0,0,1,0,-0.7049259983890862,0,0,1,0,-0.4282895663715403,1,0,1,0,2
0,0,1,0,-0.9046043153555399,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.7252825845803196,1,0,0,0,0,0,0,1,0,0,-0.8701833340815202,0,0,1,0,1,0,0,-0.7659772668958666,0,0,1,0,0.12788286796283044,0,0,1,0,1,0,-0.7049259983890862,0,0,1,0,-0.4282895663715403,0,1,1,0,1
0,1,0,0,-0.9875727016121243,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.9971406505588546,1,0,0,0,0,0,0,1,0,0,0.9184771676276685,0,0,1,0,1,0,0,0.1405047057619635,1,0,0,0,-1.0154990326677027,0,0,1,0,1,0,-0.7049259983890862,0,0,1,0,-0.4282895663715403,1,0,1,0,1
0,0,0,1,0.7547634097761486,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.33255932890337453,0,0,1,0,0,0,0,0,0,1,0.9184771676276685,0,0,1,0,1,0,0,-0.7659772668958666,0,0,1,0,-0.4877843092997643,1,0,0,0,1,0,-0.7049259983890862,0,0,0,1,-0.4282895663715403,1,0,1,0,1
0,1,0,0,-0.738667542842371,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.749030290474142,0,0,1,0,0,0,0,1,0,0,0.024146916773074168,1,0,0,0,1,0,0,-1.6724592395536968,0,0,1,0,-0.8395941248783899,0,0,1,0,1,0,-0.7049259983890862,0,0,1,0,-0.4282895663715403,0,1,1,0,1
0,1,0,0,-0.2408572253028645,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.0394909623650859,1,0,0,0,0,0,0,1,0,0,-0.8701833340815202,0,0,1,0,1,0,0,1.0469866784197936,1,0,0,0,0.7435500452254252,0,0,1,0,1,0,-0.7049259983890862,0,1,0,0,2.3348689263480744,0,1,1,0,1
1,0,0,0,0.7547634097761486,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.033465425048743,0,1,0,0,0,0,0,0,1,0,-1.7645135849361147,0,0,0,1,1,0,0,1.0469866784197936,0,0,1,0,-1.0154990326677027,0,0,1,1,0,0,1.0270789116578085,0,0,1,0,-0.4282895663715403,1,0,1,0,1
1,0,0,0,2.2481943623946683,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.017869916700561,1,0,0,0,0,0,0,0,0,1,0.9184771676276685,0,1,0,0,1,0,0,1.0469866784197936,0,0,0,1,1.9748843997506147,0,1,0,0,0,1,1.0270789116578085,0,1,0,0,-0.4282895663715403,1,0,1,0,2
0,0,0,1,-0.8216359290989554,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,-0.6657360981599886,1,0,0,0,0,0,1,0,0,0,0.9184771676276685,0,1,0,0,1,0,0,1.0469866784197936,0,0,1,0,-0.048022039826482336,0,0,1,0,1,0,1.0270789116578085,0,0,0,1,-0.4282895663715403,1,0,1,0,1
0,0,0,1,1.2525737273156552,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.3446104035360606,0,0,1,0,0,0,0,0,0,1,0.9184771676276685,0,0,1,0,1,0,0,1.0469866784197936,0,0,1,0,0.3037877757521432,0,0,1,0,1,0,-0.7049259983890862,0,0,1,0,-0.4282895663715403,1,0,1,0,1
1,0,0,0,-1.2364778603818776,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.6802682763935217,0,0,1,0,0,1,0,0,0,0,-1.7645135849361147,0,1,0,0,1,0,0,-0.7659772668958666,0,1,0,0,-1.103451486562359,0,0,1,1,0,0,-0.7049259983890862,1,0,0,0,-0.4282895663715403,0,1,1,0,1
0,0,0,1,-0.8216359290989554,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.4024409748318654,1,0,0,0,0,0,0,1,0,0,-1.7645135849361147,0,0,1,0,1,0,0,1.0469866784197936,0,1,0,0,0.3037877757521432,0,0,1,0,1,0,1.0270789116578085,0,1,0,0,-0.4282895663715403,1,0,1,0,1
0,0,0,1,-0.738667542842371,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.4247146055062678,0,1,0,0,0,0,0,1,0,0,0.9184771676276685,0,1,0,0,0,1,0,-0.7659772668958666,1,0,0,0,-0.6636892170890771,0,0,1,0,1,0,-0.7049259983890862,0,0,1,0,-0.4282895663715403,1,0,1,0,1
0,1,0,0,0.2569530922366421,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.33255932890337453,0,0,0,0,1,0,1,0,0,0,0.9184771676276685,0,0,1,0,1,0,0,-0.7659772668958666,0,1,0,0,-0.5757367631944207,1,0,0,0,1,0,-0.7049259983890862,0,1,0,0,-0.4282895663715403,1,0,1,0,1
0,1,0,0,0.5058582510063954,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.9547789965647341,1,0,0,0,0,0,0,0,0,1,-1.7645135849361147,0,0,1,0,1,0,0,-0.7659772668958666,0,0,1,0,-0.4877843092997643,0,0,1,0,1,0,1.0270789116578085,0,0,0,1,-0.4282895663715403,0,1,1,0,1
0,0,0,1,-0.738667542842371,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.7121681798329847,1,0,0,0,0,0,0,1,0,0,0.024146916773074168,0,0,1,0,1,0,0,-0.7659772668958666,0,0,1,0,-0.9275465787730462,0,0,1,0,1,0,-0.7049259983890862,0,0,1,0,-0.4282895663715403,1,0,1,0,1
0,0,0,1,-0.2408572253028645,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.03783399436594634,0,0,0,0,1,0,0,1,0,0,-0.8701833340815202,0,0,1,0,1,0,0,-1.6724592395536968,0,1,0,0,-0.3998318554051079,0,0,1,0,1,0,-0.7049259983890862,0,0,1,0,-0.4282895663715403,0,1,1,0,1
0,1,0,0,1.2525737273156552,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-0.3708392130307302,1,0,0,0,0,0,0,0,0,1,0.9184771676276685,0,0,1,0,1,0,0,1.0469866784197936,0,0,0,1,1.8869319458559584,1,0,0,0,0,1,1.0270789116578085,0,0,1,0,-0.4282895663715403,0,1,1,0,2
0,0,0,1,-1.2364778603818776,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.8819465548052381,0,0,0,0,1,0,0,1,0,0,-1.7645135849361147,0,0,1,0,0,0,1,-0.7659772668958666,1,0,0,0,-0.8395941248783899,0,1,0,0,1,0,-0.7049259983890862,0,1,0,0,2.3348689263480744,1,0,1,0,1
0,1,0,0,-0.738667542842371,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.1330640124541775,0,0,0,0,1,1,0,0,0,0,-0.8701833340815202,0,0,1,0,1,0,0,-1.6724592395536968,0,0,0,1,1.4471696763826765,0,0,1,0,1,0,-0.7049259983890862,0,0,0,1,-0.4282895663715403,0,1,1,0,2
0,0,0,1,1.2525737273156552,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2.2311295775148055,1,0,0,0,0,0,0,1,0,0,-0.8701833340815202,0,1,0,0,1,0,0,-0.7659772668958666,0,0,1,0,-0.3998318554051079,0,1,0,0,1,0,1.0270789116578085,0,0,1,0,-0.4282895663715403,1,0,1,0,1
0,0,1,0,-0.2408572253028645,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.4644122631198218,1,0,0,0,0,0,0,0,0,1,0.024146916773074168,0,1,0,0,1,0,0,-0.7659772668958666,0,0,1,0,-1.103451486562359,0,0,1,0,1,0,-0.7049259983890862,0,0,0,1,-0.4282895663715403,1,0,1,0,1
1,0,0,0,1.2525737273156552,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1.0483520466538256,1,0,0,0,0,0,1,0,0,0,0.9184771676276685,0,1,0,0,0,1,0,1.0469866784197936,0,0,0,1,-1.103451486562359,0,0,1,1,0,0,1.0270789116578085,0,1,0,0,-0.4282895663715403,0,1,1,0,2
0,1,0,0,-0.9875727016121243,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.6664449849030878,1,0,0,0,0,0,0,1,0,0,-0.8701833340815202,0,0,0,1,1,0,0,-1.6724592395536968,1,0,0,0,-0.7516416709837335,1,0,0,0,1,0,-0.7049259983890862,0,0,1,0,-0.4282895663715403,0,1,1,0,1
0,1,0,0,-0.4897623840726178,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.6146962526568477,0,0,0,0,1,0,0,0,0,1,0.9184771676276685,0,0,1,0,0,0,1,1.0469866784197936,1,0,0,0,1.2712647685933636,0,0,1,0,1,0,1.0270789116578085,0,0,1,0,-0.4282895663715403,0,1,1,0,1
0,1,0,0,2.2481943623946683,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.9519521463880616,1,0,0,0,0,0,0,1,0,0,-0.8701833340815202,0,0,1,0,1,0,0,-0.7659772668958666,0,0,1,0,-0.9275465787730462,0,0,1,0,1,0,-0.7049259983890862,0,0,1,0,-0.4282895663715403,0,1,1,0,2
0,0,0,1,0.2569530922366421,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.03199134982932277,1,0,0,0,0,0,1,0,0,0,0.9184771676276685,0,1,0,0,1,0,0,1.0469866784197936,0,1,0,0,-0.8395941248783899,0,0,1,0,1,0,-0.7049259983890862,0,0,1,0,-0.4282895663715403,0,1,1,0,1
0,0,0,1,0.5058582510063954,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.6800853836138022,0,0,0,0,1,0,0,0,0,1,0.9184771676276685,0,0,1,0,1,0,0,1.0469866784197936,0,1,0,0,1.0953598608040507,0,0,1,0,1,0,4.491088731751598,0,0,1,0,2.3348689263480744,0,1,1,0,1
0,1,0,0,-0.738667542842371,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.80255123957813,0,0,0,1,0,0,0,1,0,0,0.9184771676276685,0,0,0,1,1,0,0,-1.6724592395536968,1,0,0,0,-1.1914039404570154,0,0,1,0,1,0,-0.7049259983890862,0,0,1,0,-0.4282895663715403,1,0,1,0,1
0,0,0,1,1.2525737273156552,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.5147432218798635,1,0,0,0,0,0,0,1,0,0,0.9184771676276685,0,0,1,0,1,0,0,1.0469866784197936,0,0,0,1,0.12788286796283044,0,1,0,0,0,1,-0.7049259983890862,0,0,1,0,-0.4282895663715403,0,1,1,0,2
0,0,0,1,1.2525737273156552,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.3109382832388496,0,0,0,0,1,0,0,1,0,0,0.9184771676276685,0,1,0,0,1,0,0,1.0469866784197936,0,0,1,0,-0.9275465787730462,0,0,1,0,1,0,-0.7049259983890862,0,0,1,0,-0.4282895663715403,1,0,1,0,1
0,0,0,1,1.2525737273156552,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.7232122260842437,1,0,0,0,0,0,0,1,0,0,-1.7645135849361147,0,1,0,0,1,0,0,-0.7659772668958666,0,1,0,0,-0.4877843092997643,1,0,0,0,1,0,-0.7049259983890862,0,0,1,0,-0.4282895663715403,1,0,1,0,1
0,0,0,1,-1.1535094741252931,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.9007320534973663,0,0,0,0,1,0,0,0,0,1,0.9184771676276685,0,0,1,0,1,0,0,-0.7659772668958666,0,1,0,0,0.919454953014738,0,0,1,1,0,0,1.0270789116578085,0,1,0,0,-0.4282895663715403,0,1,1,0,1
1,0,0,0,-1.0705410878687087,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.7469036302448445,1,0,0,0,0,0,0,0,0,1,0.024146916773074168,0,0,1,0,1,0,0,1.0469866784197936,0,0,0,1,1.35921722248802,1,0,0,0,0,1,1.0270789116578085,0,0,0,1,2.3348689263480744,0,1,1,0,1
0,1,0,0,1.7503840448551617,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.9508801194776886,1,0,0,0,0,0,0,0,1,0,-0.8701833340815202,0,1,0,0,1,0,0,-1.6724592395536968,1,0,0,0,0.479692683541456,1,0,0,0,1,0,1.0270789116578085,0,1,0,0,-0.4282895663715403,1,0,1,0,1
1,0,0,0,1.2525737273156552,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-0.4587411691750284,0,0,0,0,1,0,0,0,0,1,0.9184771676276685,0,0,1,0,1,0,0,1.0469866784197936,0,0,0,1,0.3917402296467996,0,0,1,0,1,0,-0.7049259983890862,0,0,0,1,-0.4282895663715403,0,1,1,0,2
1,0,0,0,-0.738667542842371,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.6185951297438932,1,0,0,0,0,0,0,0,0,1,0.9184771676276685,0,0,1,0,1,0,0,1.0469866784197936,0,0,0,1,2.678504030907866,0,0,1,0,0,1,1.0270789116578085,0,0,0,1,-0.4282895663715403,1,0,1,0,1
1,0,0,0,1.7503840448551617,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.2458922534655553,1,0,0,0,0,0,1,0,0,0,0.9184771676276685,0,0,1,0,1,0,0,0.1405047057619635,0,0,1,0,-0.13597449372113873,0,0,1,0,1,0,-0.7049259983890862,0,0,1,0,-0.4282895663715403,1,0,1,0,2
0,1,0,0,-0.8216359290989554,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.5315736109345244,1,0,0,0,0,0,0,0,1,0,-0.8701833340815202,0,0,1,0,1,0,0,1.0469866784197936,0,1,0,0,1.35921722248802,0,0,1,0,1,0,-0.7049259983890862,0,0,1,0,-0.4282895663715403,1,0,1,0,1
0,0,0,1,2.746004679934175,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.1850519392133587,0,0,0,0,1,0,0,1,0,0,-0.8701833340815202,0,0,1,0,1,0,0,-0.7659772668958666,0,1,0,0,0.3037877757521432,0,0,1,0,1,0,-0.7049259983890862,0,1,0,0,2.3348689263480744,1,0,1,0,1
0,1,0,0,0.7547634097761486,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.1987512850494599,1,0,0,0,0,0,1,0,0,0,-0.8701833340815202,0,0,0,1,1,0,0,-1.6724592395536968,0,1,0,0,-1.1914039404570154,0,0,1,0,1,0,-0.7049259983890862,0,0,1,0,-0.4282895663715403,1,0,1,0,1
0,0,0,1,0.2569530922366421,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.9469812423906431,0,0,0,0,1,0,1,0,0,0,-1.7645135849361147,0,1,0,0,1,0,0,-1.6724592395536968,0,0,1,0,0.7435500452254252,0,0,1,0,1,0,1.0270789116578085,0,0,1,0,-0.4282895663715403,0,1,1,0,2
